Xp,Yp,Zp
8195674.807654079000000000,8195674.807654078100000000,6670373.735383636300000000
8808047.243349874400000000,8808047.243349872500000000,7170373.735383636300000000
9420419.679045669700000000,9420419.679045667900000000,7670373.735383636300000000
10032792.114741463000000000,10032792.114741461000000000,8170373.735383636300000000
13094654.293220438000000000,13094654.293220436000000000,10670373.735383635000000000
16156516.471699411000000000,16156516.471699409000000000,13170373.735383635000000000
19218378.650178384000000000,19218378.650178380000000000,15670373.735383635000000000
22280240.828657355000000000,22280240.828657355000000000,18170373.735383634000000000
25342103.007136330000000000,25342103.007136326000000000,20670373.735383634000000000
28403965.185615305000000000,28403965.185615301000000000,23170373.735383634000000000
34527689.542573251000000000,34527689.542573243000000000,28170373.735383634000000000
49837000.434968106000000000,49837000.434968099000000000,40670373.735383630000000000
65146311.327362977000000000,65146311.327362970000000000,53170373.735383630000000000
126383554.896942440000000000,126383554.896942420000000000,103170373.735383610000000000
187620798.466521890000000000,187620798.466521860000000000,153170373.735383600000000000
218239420.251311630000000000,218239420.251311600000000000,178170373.735383600000000000
248858042.036101340000000000,248858042.036101310000000000,203170373.735383600000000000
310095285.605680820000000000,310095285.605680760000000000,253170373.735383600000000000
463188394.529629530000000000,463188394.529629410000000000,378170373.735383570000000000
616281503.453578110000000000,616281503.453578000000000000,503170373.735383570000000000
3869342.666308776900000000,3869342.666308776500000000,3265945.020461434000000000
3869585.109833152500000000,3869585.109833151600000000,3266151.035691398200000000
3869888.164238621000000000,3869888.164238620100000000,3266408.554728853100000000
3875343.143537061300000000,3875343.143537060400000000,3271043.897403043700000000
3899587.495974574700000000,3899587.495974574200000000,3291645.420399445600000000
3929892.936521466400000000,3929892.936521465400000000,3317397.324144948300000000
3990503.817615249700000000,3990503.817615249200000000,3368901.131635953700000000
4051114.698709033000000000,4051114.698709032500000000,3420404.939126959100000000
4111725.579802815800000000,4111725.579802815300000000,3471908.746617964900000000
4172336.460896599100000000,4172336.460896598200000000,3523412.554108970300000000
4323863.663631057400000000,4323863.663631056400000000,3652172.072836483800000000
4475390.866365515600000000,4475390.866365514700000000,3780931.591563997300000000
5384554.082772264300000000,5384554.082772263300000000,4553488.703929077800000000
6899826.110116844100000000,6899826.110116843100000000,5841083.891204213700000000
7505934.921054676200000000,7505934.921054674300000000,6356121.966114267700000000
8112043.731992507400000000,8112043.731992506400000000,6871160.041024321700000000
8718152.542930340400000000,8718152.542930338500000000,7386198.115934375700000000
9324261.353868173400000000,9324261.353868171600000000,7901236.190844429700000000
9930370.164806004600000000,9930370.164806002800000000,8416274.265754483600000000
12960914.219495164000000000,12960914.219495162000000000,10991464.640304755000000000
15991458.274184328000000000,15991458.274184326000000000,13566655.014855025000000000
19022002.328873489000000000,19022002.328873485000000000,16141845.389405297000000000
22052546.383562647000000000,22052546.383562643000000000,18717035.763955571000000000
25083090.438251812000000000,25083090.438251808000000000,21292226.138505839000000000
28113634.492940970000000000,28113634.492940962000000000,23867416.513056111000000000
34174722.602319293000000000,34174722.602319285000000000,29017797.262156650000000000
49327442.875765100000000000,49327442.875765093000000000,41893749.134908006000000000
64480163.149210900000000000,64480163.149210893000000000,54769701.007659361000000000
125091044.242994110000000000,125091044.242994100000000000,106273508.498664780000000000
185701925.336777330000000000,185701925.336777300000000000,157777315.989670190000000000
216007365.883668930000000000,216007365.883668900000000000,183529219.735172900000000000
246312806.430560530000000000,246312806.430560500000000000,209281123.480675580000000000
306923687.524343730000000000,306923687.524343670000000000,260784930.971681000000000000
458450890.258801820000000000,458450890.258801760000000000,389544449.699194550000000000
609978092.993259790000000000,609978092.993259790000000000,518303968.426708100000000000
3828377.246810985300000000,3828377.246810984800000000,3360484.426048749100000000
3828617.111034810500000000,3828617.111034810100000000,3360696.393754442200000000
3828916.941314593400000000,3828916.941314592500000000,3360961.353386559100000000
3834313.886350674100000000,3834313.886350673200000000,3365730.626764657900000000
3858300.308733255600000000,3858300.308733255100000000,3386927.397333986100000000
3888283.336711483500000000,3888283.336711483100000000,3413423.360545646400000000
3948249.392667939000000000,3948249.392667938000000000,3466415.286968966500000000
4008215.448624393400000000,4008215.448624392500000000,3519407.213392287000000000
4068181.504580848400000000,4068181.504580847900000000,3572399.139815607600000000
4128147.560537303800000000,4128147.560537302900000000,3625391.066238928100000000
4278062.700428441200000000,4278062.700428440200000000,3757870.882297229500000000
4427977.840319578500000000,4427977.840319577600000000,3890350.698355530400000000
5327468.679666403700000000,5327468.679666402700000000,4685229.594705337700000000
6826620.078577780200000000,6826620.078577779200000000,6010027.755288350400000000
7426280.638142329600000000,7426280.638142328700000000,6539947.019521554900000000
8025941.197706880000000000,8025941.197706879100000000,7069866.283754760400000000
8625601.757271429500000000,8625601.757271429500000000,7599785.547987964900000000
9225262.316835980900000000,9225262.316835979000000000,8129704.812221169500000000
9824922.876400530300000000,9824922.876400528500000000,8659624.076454374900000000
12823225.674223280000000000,12823225.674223278000000000,11309220.397620400000000000
15821528.472046033000000000,15821528.472046031000000000,13958816.718786424000000000
18819831.269868784000000000,18819831.269868780000000000,16608413.039952450000000000
21818134.067691535000000000,21818134.067691531000000000,19258009.361118473000000000
24816436.865514282000000000,24816436.865514278000000000,21907605.682284497000000000
27814739.663337033000000000,27814739.663337030000000000,24557202.003450524000000000
33811345.258982532000000000,33811345.258982524000000000,29856394.645782571000000000
48802859.248096295000000000,48802859.248096287000000000,43104376.251612693000000000
63794373.237210043000000000,63794373.237210028000000000,56352357.857442811000000000
123760429.193665060000000000,123760429.193665040000000000,109344284.280763300000000000
183726485.150120080000000000,183726485.150120050000000000,162336210.704083800000000000
213709513.128347580000000000,213709513.128347550000000000,188832173.915744040000000000
243692541.106575070000000000,243692541.106575010000000000,215328137.127404270000000000
303658597.063030060000000000,303658597.063030060000000000,268320063.550724770000000000
453573736.954167600000000000,453573736.954167540000000000,400799879.609026010000000000
603488876.845305200000000000,603488876.845305090000000000,533279695.667327280000000000
3786244.734463719200000000,3786244.734463718700000000,3454013.105081400800000000
3786481.946322029500000000,3786481.946322028500000000,3454230.960695406400000000
3786778.461144917600000000,3786778.461144917200000000,3454503.280212914100000000
3792115.727956899400000000,3792115.727956898500000000,3459405.031528049600000000
3815836.913787931200000000,3815836.913787930300000000,3481190.592928650300000000
3845488.396076720200000000,3845488.396076719700000000,3508422.544679401900000000
3904791.360654298200000000,3904791.360654297800000000,3562886.448180904600000000
3964094.325231876700000000,3964094.325231876200000000,3617350.351682407300000000
4023397.289809454700000000,4023397.289809453800000000,3671814.255183910000000000
4082700.254387033200000000,4082700.254387032700000000,3726278.158685412700000000
4230957.665830979100000000,4230957.665830978200000000,3862437.917439169300000000
4379215.077274924100000000,4379215.077274924100000000,3998597.676192926200000000
5268759.545938598000000000,5268759.545938597100000000,4815556.228715466300000000
6751333.660378054700000000,6751333.660378053800000000,6177153.816253033500000000
7344363.306153835700000000,7344363.306153834800000000,6721792.851268060500000000
7937392.951929618600000000,7937392.951929617700000000,7266431.886283087500000000
8530422.597705401500000000,8530422.597705399600000000,7811070.921298114600000000
9123452.243481185300000000,9123452.243481183400000000,8355709.956313141600000000
9716481.889256967200000000,9716481.889256965400000000,8900348.991328168700000000
12681630.118135883000000000,12681630.118135879000000000,11623544.166403303000000000
15646778.347014792000000000,15646778.347014790000000000,14346739.341478437000000000
18611926.575893704000000000,18611926.575893700000000000,17069934.516553573000000000
21577074.804772619000000000,21577074.804772615000000000,19793129.691628709000000000
